               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 158,            0.015206,           0.0062526,                   0,             0.99998,                   1,               0.995,             0.87365,           0.0075647,           0.0023279,                   0,           0.0089284,           0.0089284,           0.0089284
                 159,            0.017398,           0.0064958,                   0,             0.99996,                   1,               0.995,             0.87178,           0.0086151,           0.0022997,                   0,           0.0089153,           0.0089153,           0.0089153
                 160,             0.01855,           0.0066237,                   0,             0.99998,                   1,               0.995,               0.874,            0.007285,            0.002357,                   0,           0.0089021,           0.0089021,           0.0089021
                 161,            0.015052,           0.0062357,                   0,             0.99999,                   1,               0.995,             0.85826,           0.0081243,           0.0024175,                   0,           0.0088888,           0.0088888,           0.0088888
                 162,            0.014849,           0.0059685,                   0,             0.99998,                   1,               0.995,             0.87636,           0.0073835,           0.0021808,                   0,           0.0088755,           0.0088755,           0.0088755
                 163,            0.015353,            0.006088,                   0,             0.99999,                   1,               0.995,             0.87147,           0.0076074,           0.0022165,                   0,           0.0088621,           0.0088621,           0.0088621
                 164,            0.015484,           0.0063164,                   0,                   1,                   1,               0.995,             0.87923,            0.007673,           0.0022661,                   0,           0.0088487,           0.0088487,           0.0088487
                 165,            0.016006,           0.0057874,                   0,             0.99997,                   1,               0.995,             0.88539,           0.0074756,           0.0022792,                   0,           0.0088351,           0.0088351,           0.0088351
                 166,             0.01526,            0.006236,                   0,             0.99998,                   1,               0.995,             0.88556,           0.0079391,           0.0022577,                   0,           0.0088215,           0.0088215,           0.0088215
                 167,            0.017327,           0.0060546,                   0,             0.99999,                   1,               0.995,             0.88967,           0.0076022,           0.0022075,                   0,           0.0088079,           0.0088079,           0.0088079
                 168,             0.01546,            0.006022,                   0,             0.99999,                   1,               0.995,             0.89026,           0.0071922,            0.002284,                   0,           0.0087942,           0.0087942,           0.0087942
                 169,            0.014793,           0.0058593,                   0,                   1,                   1,               0.995,             0.88388,           0.0075789,           0.0024603,                   0,           0.0087804,           0.0087804,           0.0087804
                 170,            0.016835,           0.0059141,                   0,             0.99998,                   1,               0.995,               0.861,           0.0076662,           0.0024253,                   0,           0.0087665,           0.0087665,           0.0087665
                 171,            0.015896,            0.005538,                   0,                   1,                   1,               0.995,             0.87186,           0.0077435,           0.0022651,                   0,           0.0087526,           0.0087526,           0.0087526
                 172,            0.015561,           0.0059229,                   0,             0.99998,                   1,               0.995,             0.87832,           0.0075979,           0.0022037,                   0,           0.0087386,           0.0087386,           0.0087386
                 173,            0.016147,           0.0058568,                   0,             0.99994,                   1,               0.995,             0.88058,           0.0079749,           0.0024368,                   0,           0.0087245,           0.0087245,           0.0087245
                 174,            0.017085,           0.0061179,                   0,                   1,                   1,               0.995,             0.87657,           0.0079006,           0.0024598,                   0,           0.0087104,           0.0087104,           0.0087104
                 175,            0.016159,           0.0061955,                   0,             0.99999,                   1,               0.995,             0.87916,           0.0080538,            0.002449,                   0,           0.0086962,           0.0086962,           0.0086962
                 176,            0.015473,           0.0059085,                   0,             0.99997,                   1,               0.995,             0.88926,           0.0072202,           0.0022996,                   0,            0.008682,            0.008682,            0.008682
                 177,            0.015349,           0.0055688,                   0,             0.99999,                   1,               0.995,             0.88246,           0.0078385,           0.0024682,                   0,           0.0086677,           0.0086677,           0.0086677
                 178,            0.015472,            0.006187,                   0,             0.99992,                   1,               0.995,             0.89614,           0.0079861,           0.0023213,                   0,           0.0086533,           0.0086533,           0.0086533
                 179,            0.016129,           0.0063269,                   0,             0.99997,                   1,               0.995,             0.89481,           0.0077878,           0.0022334,                   0,           0.0086389,           0.0086389,           0.0086389
                 180,            0.015637,           0.0065146,                   0,             0.99999,                   1,               0.995,             0.87646,           0.0071284,           0.0021862,                   0,           0.0086243,           0.0086243,           0.0086243
                 181,             0.01541,           0.0059832,                   0,             0.99999,                   1,               0.995,             0.88559,           0.0069581,            0.002085,                   0,           0.0086098,           0.0086098,           0.0086098
                 182,            0.016597,           0.0062112,                   0,             0.99996,                   1,               0.995,             0.88244,           0.0072019,           0.0022232,                   0,           0.0085952,           0.0085952,           0.0085952
                 183,            0.016604,           0.0061348,                   0,             0.99998,                   1,               0.995,             0.88012,           0.0075404,           0.0022124,                   0,           0.0085805,           0.0085805,           0.0085805
                 184,            0.015241,           0.0058969,                   0,             0.99995,                   1,               0.995,             0.89093,           0.0084142,           0.0022753,                   0,           0.0085657,           0.0085657,           0.0085657
                 185,            0.017002,           0.0057551,                   0,                   1,             0.99995,               0.995,             0.88695,           0.0078543,           0.0022557,                   0,           0.0085509,           0.0085509,           0.0085509
                 186,            0.014491,           0.0059678,                   0,             0.99997,                   1,               0.995,             0.87288,           0.0075671,           0.0022018,                   0,            0.008536,            0.008536,            0.008536
                 187,            0.015024,           0.0056736,                   0,                   1,                   1,               0.995,             0.87563,           0.0074109,           0.0020881,                   0,           0.0085211,           0.0085211,           0.0085211
                 188,            0.014825,           0.0058292,                   0,             0.99996,                   1,               0.995,             0.87489,             0.00792,           0.0020177,                   0,           0.0085061,           0.0085061,           0.0085061
                 189,            0.014821,            0.005838,                   0,             0.99999,                   1,               0.995,             0.87728,           0.0082144,           0.0020512,                   0,            0.008491,            0.008491,            0.008491
                 190,            0.014207,           0.0061629,                   0,             0.99997,                   1,               0.995,             0.87794,           0.0074987,           0.0020824,                   0,           0.0084759,           0.0084759,           0.0084759
                 191,            0.014429,            0.006224,                   0,             0.99998,                   1,               0.995,             0.87947,           0.0074884,           0.0021951,                   0,           0.0084607,           0.0084607,           0.0084607
                 192,            0.016292,            0.006236,                   0,             0.99996,                   1,               0.995,             0.88328,           0.0075283,           0.0021009,                   0,           0.0084455,           0.0084455,           0.0084455
                 193,            0.014232,           0.0059781,                   0,             0.99998,                   1,               0.995,             0.88027,           0.0084553,           0.0021907,                   0,           0.0084302,           0.0084302,           0.0084302
                 194,            0.014566,           0.0060116,                   0,             0.99998,                   1,               0.995,             0.85841,           0.0081932,           0.0022664,                   0,           0.0084148,           0.0084148,           0.0084148
                 195,            0.013921,            0.006094,                   0,                   1,                   1,               0.995,             0.86176,           0.0078555,           0.0022546,                   0,           0.0083994,           0.0083994,           0.0083994
                 196,            0.014154,           0.0057602,                   0,             0.99997,                   1,               0.995,             0.87155,           0.0076309,            0.002398,                   0,           0.0083839,           0.0083839,           0.0083839
                 197,            0.016445,           0.0061718,                   0,             0.99997,                   1,               0.995,             0.88243,           0.0072651,           0.0022509,                   0,           0.0083684,           0.0083684,           0.0083684
                 198,            0.014524,           0.0058468,                   0,             0.99996,                   1,               0.995,             0.89082,           0.0073346,           0.0020766,                   0,           0.0083528,           0.0083528,           0.0083528
                 199,            0.015525,           0.0055433,                   0,             0.99999,                   1,               0.995,             0.88105,           0.0073288,           0.0021367,                   0,           0.0083372,           0.0083372,           0.0083372
                 200,            0.015114,           0.0060429,                   0,                   1,                   1,               0.995,             0.89471,           0.0082571,            0.002246,                   0,           0.0083215,           0.0083215,           0.0083215
                 201,            0.015072,           0.0059252,                   0,                   1,                   1,               0.995,             0.88324,           0.0076568,           0.0021479,                   0,           0.0083057,           0.0083057,           0.0083057
                 202,            0.014822,           0.0057325,                   0,             0.99997,                   1,               0.995,             0.85533,           0.0078813,           0.0022064,                   0,           0.0082899,           0.0082899,           0.0082899
                 203,            0.013683,           0.0063498,                   0,             0.99998,                   1,               0.995,             0.86773,           0.0080915,            0.002177,                   0,            0.008274,            0.008274,            0.008274
                 204,            0.015263,           0.0055884,                   0,             0.99998,                   1,               0.995,              0.8728,           0.0079531,            0.002379,                   0,           0.0082581,           0.0082581,           0.0082581
                 205,            0.014661,           0.0056811,                   0,             0.99997,                   1,               0.995,             0.86971,            0.007937,           0.0023749,                   0,           0.0082421,           0.0082421,           0.0082421
                 206,            0.015199,           0.0056788,                   0,             0.99998,                   1,               0.995,              0.8656,           0.0076763,           0.0022387,                   0,           0.0082261,           0.0082261,           0.0082261
                 207,            0.015634,           0.0055589,                   0,             0.99999,                   1,               0.995,              0.8653,           0.0077669,           0.0022729,                   0,             0.00821,             0.00821,             0.00821
                 208,            0.014754,           0.0057044,                   0,             0.99999,                   1,               0.995,             0.89652,           0.0074847,           0.0022991,                   0,           0.0081938,           0.0081938,           0.0081938
                 209,            0.014685,           0.0060151,                   0,             0.99997,                   1,               0.995,             0.87658,           0.0074824,           0.0022352,                   0,           0.0081776,           0.0081776,           0.0081776
                 210,            0.015798,            0.006025,                   0,             0.99996,                   1,               0.995,             0.88733,            0.007502,           0.0021486,                   0,           0.0081613,           0.0081613,           0.0081613
                 211,            0.014292,           0.0059002,                   0,             0.99995,                   1,               0.995,              0.8758,           0.0074264,           0.0021326,                   0,            0.008145,            0.008145,            0.008145
                 212,            0.014971,           0.0055274,                   0,             0.99998,                   1,               0.995,             0.88677,           0.0069289,           0.0021758,                   0,           0.0081287,           0.0081287,           0.0081287
                 213,            0.014217,           0.0063459,                   0,             0.99998,                   1,               0.995,             0.88595,           0.0084598,           0.0022643,                   0,           0.0081122,           0.0081122,           0.0081122
                 214,            0.015765,           0.0060561,                   0,             0.99997,                   1,               0.995,              0.8881,           0.0077324,           0.0020716,                   0,           0.0080958,           0.0080958,           0.0080958
                 215,            0.013542,           0.0060347,                   0,                   1,                   1,               0.995,             0.88571,            0.007533,           0.0020911,                   0,           0.0080793,           0.0080793,           0.0080793
                 216,            0.013557,           0.0058741,                   0,             0.99998,                   1,               0.995,             0.89463,           0.0072833,           0.0020353,                   0,           0.0080627,           0.0080627,           0.0080627
                 217,            0.014559,            0.006107,                   0,             0.99997,                   1,               0.995,             0.89415,           0.0075403,           0.0020706,                   0,           0.0080461,           0.0080461,           0.0080461
                 218,            0.014449,            0.005736,                   0,             0.99998,                   1,               0.995,             0.87302,           0.0076181,           0.0021411,                   0,           0.0080294,           0.0080294,           0.0080294
                 219,            0.014213,           0.0056467,                   0,             0.99998,                   1,               0.995,             0.86752,           0.0072142,           0.0021057,                   0,           0.0080126,           0.0080126,           0.0080126
                 220,            0.014651,           0.0055637,                   0,             0.99998,                   1,               0.995,             0.89353,           0.0075338,           0.0022359,                   0,           0.0079959,           0.0079959,           0.0079959
                 221,            0.015263,           0.0053919,                   0,             0.99998,                   1,               0.995,             0.87441,           0.0078723,           0.0022645,                   0,            0.007979,            0.007979,            0.007979
                 222,            0.013762,           0.0054578,                   0,             0.99999,                   1,               0.995,             0.89322,           0.0075647,           0.0021426,                   0,           0.0079622,           0.0079622,           0.0079622
                 223,             0.01397,           0.0057043,                   0,                   1,                   1,               0.995,              0.8803,           0.0079454,           0.0021568,                   0,           0.0079452,           0.0079452,           0.0079452
                 224,            0.015678,           0.0055866,                   0,             0.99998,                   1,               0.995,              0.8814,           0.0074552,           0.0021243,                   0,           0.0079282,           0.0079282,           0.0079282
                 225,            0.013615,           0.0057197,                   0,             0.99998,                   1,               0.995,              0.8945,           0.0073599,           0.0021764,                   0,           0.0079112,           0.0079112,           0.0079112
                 226,            0.015147,           0.0055287,                   0,             0.99998,                   1,               0.995,             0.89381,             0.00756,           0.0021631,                   0,           0.0078941,           0.0078941,           0.0078941
                 227,            0.013513,            0.005913,                   0,             0.99998,                   1,               0.995,             0.89515,             0.00756,           0.0022427,                   0,            0.007877,            0.007877,            0.007877
                 228,            0.016301,           0.0059997,                   0,             0.99998,                   1,               0.995,             0.89936,           0.0073018,           0.0020605,                   0,           0.0078598,           0.0078598,           0.0078598
                 229,             0.01415,           0.0053564,                   0,             0.99996,                   1,               0.995,             0.90376,           0.0074164,           0.0020322,                   0,           0.0078426,           0.0078426,           0.0078426
                 230,             0.01479,           0.0056358,                   0,             0.99997,                   1,               0.995,             0.89139,            0.007908,           0.0020895,                   0,           0.0078254,           0.0078254,           0.0078254
                 231,            0.014582,           0.0057997,                   0,             0.99999,                   1,               0.995,             0.87253,           0.0080384,           0.0021076,                   0,            0.007808,            0.007808,            0.007808
                 232,            0.013477,           0.0055435,                   0,             0.99997,                   1,               0.995,             0.90029,           0.0077219,            0.002244,                   0,           0.0077907,           0.0077907,           0.0077907
                 233,            0.014059,           0.0050794,                   0,             0.99996,                   1,               0.995,             0.89072,           0.0075174,           0.0022963,                   0,           0.0077733,           0.0077733,           0.0077733
                 234,            0.014541,           0.0058757,                   0,             0.99996,                   1,               0.995,             0.89881,           0.0069681,           0.0022523,                   0,           0.0077558,           0.0077558,           0.0077558
                 235,            0.013847,           0.0058559,                   0,             0.99999,                   1,               0.995,              0.9029,           0.0075266,           0.0021617,                   0,           0.0077383,           0.0077383,           0.0077383
                 236,            0.013404,           0.0056494,                   0,                   1,                   1,               0.995,             0.89615,           0.0071296,           0.0020496,                   0,           0.0077208,           0.0077208,           0.0077208
                 237,            0.013152,           0.0054424,                   0,             0.99998,                   1,               0.995,             0.89783,           0.0068587,           0.0021467,                   0,           0.0077032,           0.0077032,           0.0077032
                 238,            0.014178,            0.005633,                   0,             0.99998,                   1,               0.995,             0.87413,           0.0075111,           0.0022367,                   0,           0.0076856,           0.0076856,           0.0076856
                 239,            0.012992,           0.0052662,                   0,             0.99996,                   1,               0.995,             0.87679,           0.0076966,           0.0022663,                   0,           0.0076679,           0.0076679,           0.0076679
                 240,            0.013738,           0.0054196,                   0,             0.99998,                   1,               0.995,             0.87763,           0.0071994,           0.0022184,                   0,           0.0076502,           0.0076502,           0.0076502
                 241,            0.014661,           0.0055487,                   0,             0.99986,                   1,               0.995,              0.8973,           0.0073162,           0.0022289,                   0,           0.0076324,           0.0076324,           0.0076324
                 242,            0.013975,            0.005557,                   0,             0.99997,                   1,               0.995,             0.89794,           0.0068086,           0.0020969,                   0,           0.0076146,           0.0076146,           0.0076146
                 243,            0.014861,           0.0057725,                   0,             0.99999,                   1,               0.995,              0.9074,           0.0073166,           0.0021282,                   0,           0.0075968,           0.0075968,           0.0075968
                 244,            0.014551,            0.005406,                   0,                   1,                   1,               0.995,             0.88505,           0.0070697,           0.0020968,                   0,           0.0075789,           0.0075789,           0.0075789
                 245,            0.013707,           0.0053972,                   0,             0.99999,                   1,               0.995,             0.86162,           0.0082258,            0.002208,                   0,           0.0075609,           0.0075609,           0.0075609
                 246,            0.013227,           0.0052191,                   0,                   1,                   1,               0.995,             0.85957,           0.0075796,           0.0022286,                   0,            0.007543,            0.007543,            0.007543
                 247,            0.015287,           0.0054644,                   0,             0.99999,                   1,               0.995,              0.8688,            0.007795,           0.0022253,                   0,           0.0075249,           0.0075249,           0.0075249
                 248,            0.014378,           0.0057934,                   0,             0.99997,                   1,               0.995,             0.88544,           0.0071508,           0.0021987,                   0,           0.0075069,           0.0075069,           0.0075069
                 249,            0.014949,           0.0053676,                   0,             0.99999,                   1,               0.995,             0.87198,           0.0072866,           0.0022969,                   0,           0.0074888,           0.0074888,           0.0074888
                 250,            0.013985,           0.0054829,                   0,             0.99997,                   1,               0.995,             0.87303,           0.0070297,           0.0023959,                   0,           0.0074707,           0.0074707,           0.0074707
                 251,            0.014874,           0.0057898,                   0,                   1,                   1,               0.995,             0.88121,           0.0077554,           0.0023979,                   0,           0.0074525,           0.0074525,           0.0074525
                 252,            0.013542,           0.0054192,                   0,             0.99999,                   1,               0.995,             0.86711,            0.007789,           0.0022984,                   0,           0.0074343,           0.0074343,           0.0074343
                 253,            0.014487,           0.0053113,                   0,             0.99997,                   1,               0.995,             0.88234,           0.0076946,            0.002235,                   0,            0.007416,            0.007416,            0.007416
                 254,             0.01277,           0.0053908,                   0,             0.99999,                   1,               0.995,             0.89369,           0.0075403,           0.0022482,                   0,           0.0073977,           0.0073977,           0.0073977
                 255,            0.014586,           0.0056748,                   0,             0.99996,                   1,               0.995,             0.88543,           0.0073079,           0.0023549,                   0,           0.0073794,           0.0073794,           0.0073794
                 256,            0.012045,           0.0054896,                   0,             0.99996,                   1,               0.995,             0.88077,           0.0076549,           0.0023285,                   0,            0.007361,            0.007361,            0.007361
                 257,            0.013276,            0.005367,                   0,             0.99996,                   1,               0.995,              0.8964,           0.0079643,           0.0023008,                   0,           0.0073426,           0.0073426,           0.0073426
                 258,            0.012583,           0.0053169,                   0,             0.99997,                   1,               0.995,             0.90203,           0.0069223,           0.0022773,                   0,           0.0073242,           0.0073242,           0.0073242
                 259,            0.012925,           0.0056028,                   0,             0.99996,                   1,               0.995,             0.89428,            0.007039,           0.0022091,                   0,           0.0073057,           0.0073057,           0.0073057
                 260,            0.012281,           0.0056472,                   0,                   1,                   1,               0.995,             0.88632,           0.0067275,           0.0020762,                   0,           0.0072872,           0.0072872,           0.0072872
                 261,            0.012305,           0.0053693,                   0,             0.99999,                   1,               0.995,             0.89481,           0.0073902,           0.0021892,                   0,           0.0072686,           0.0072686,           0.0072686
                 262,             0.01362,           0.0052181,                   0,             0.99996,                   1,               0.995,             0.89222,           0.0073674,           0.0022753,                   0,             0.00725,             0.00725,             0.00725
                 263,            0.012941,           0.0054483,                   0,                   1,                   1,               0.995,             0.89344,           0.0075672,           0.0022295,                   0,           0.0072314,           0.0072314,           0.0072314
                 264,            0.014207,            0.005263,                   0,             0.99996,                   1,               0.995,             0.89345,           0.0073071,           0.0021889,                   0,           0.0072127,           0.0072127,           0.0072127
                 265,            0.014009,           0.0057611,                   0,             0.99997,                   1,               0.995,             0.88681,           0.0074699,           0.0022288,                   0,            0.007194,            0.007194,            0.007194
                 266,            0.012495,           0.0052318,                   0,             0.99998,                   1,               0.995,             0.89817,           0.0074991,           0.0021059,                   0,           0.0071753,           0.0071753,           0.0071753
                 267,            0.013993,           0.0054053,                   0,             0.99999,                   1,               0.995,             0.89207,           0.0074694,           0.0022089,                   0,           0.0071566,           0.0071566,           0.0071566
                 268,            0.012488,           0.0051386,                   0,             0.99997,                   1,               0.995,              0.8641,           0.0076245,           0.0023051,                   0,           0.0071378,           0.0071378,           0.0071378
                 269,            0.012321,           0.0052427,                   0,             0.99998,                   1,               0.995,             0.87472,           0.0074166,           0.0023727,                   0,           0.0071189,           0.0071189,           0.0071189
                 270,            0.013546,           0.0053303,                   0,             0.99997,                   1,               0.995,             0.88171,           0.0071726,           0.0022434,                   0,           0.0071001,           0.0071001,           0.0071001
                 271,            0.014131,           0.0056867,                   0,                   1,                   1,               0.995,             0.88327,           0.0071734,           0.0021705,                   0,           0.0070812,           0.0070812,           0.0070812
                 272,             0.01445,           0.0054867,                   0,             0.99998,                   1,               0.995,             0.88084,           0.0066758,           0.0021124,                   0,           0.0070623,           0.0070623,           0.0070623
                 273,            0.012507,           0.0054653,                   0,             0.99998,                   1,               0.995,             0.88326,           0.0070434,           0.0021642,                   0,           0.0070433,           0.0070433,           0.0070433
                 274,              0.0144,           0.0053138,                   0,                   1,                   1,               0.995,             0.88354,           0.0072517,           0.0023457,                   0,           0.0070243,           0.0070243,           0.0070243
                 275,            0.014185,           0.0059416,                   0,                   1,                   1,               0.995,             0.89944,           0.0069426,           0.0023107,                   0,           0.0070053,           0.0070053,           0.0070053
                 276,            0.012271,           0.0053179,                   0,             0.99998,                   1,               0.995,             0.90159,           0.0069206,           0.0022718,                   0,           0.0069863,           0.0069863,           0.0069863
                 277,            0.012811,           0.0054695,                   0,             0.99998,                   1,               0.995,              0.8878,           0.0071039,           0.0023753,                   0,           0.0069672,           0.0069672,           0.0069672
                 278,            0.012059,            0.005751,                   0,             0.99996,                   1,               0.995,             0.89535,            0.007173,           0.0023898,                   0,           0.0069481,           0.0069481,           0.0069481
                 279,            0.011922,           0.0056383,                   0,             0.99998,                   1,               0.995,             0.88922,           0.0075943,           0.0023267,                   0,           0.0069289,           0.0069289,           0.0069289
                 280,            0.013174,           0.0051132,                   0,                   1,                   1,               0.995,             0.88965,           0.0078409,           0.0023199,                   0,           0.0069098,           0.0069098,           0.0069098
                 281,            0.012309,            0.005143,                   0,             0.99996,                   1,               0.995,             0.87424,           0.0078147,            0.002237,                   0,           0.0068906,           0.0068906,           0.0068906
                 282,            0.012498,           0.0051417,                   0,             0.99999,                   1,               0.995,             0.88801,           0.0073423,           0.0022205,                   0,           0.0068714,           0.0068714,           0.0068714
                 283,            0.012576,            0.005424,                   0,             0.99997,                   1,               0.995,             0.88094,           0.0073259,           0.0022581,                   0,           0.0068521,           0.0068521,           0.0068521
                 284,            0.012785,           0.0052991,                   0,             0.99998,                   1,               0.995,             0.89244,           0.0071234,           0.0021147,                   0,           0.0068328,           0.0068328,           0.0068328
                 285,            0.012886,           0.0054259,                   0,                   1,             0.99997,               0.995,             0.89028,           0.0071971,           0.0021565,                   0,           0.0068135,           0.0068135,           0.0068135
                 286,            0.011947,            0.005197,                   0,             0.99999,                   1,               0.995,             0.90641,           0.0070392,           0.0021021,                   0,           0.0067942,           0.0067942,           0.0067942
                 287,            0.012695,           0.0052387,                   0,             0.99998,                   1,               0.995,             0.89346,           0.0070785,           0.0020821,                   0,           0.0067748,           0.0067748,           0.0067748
                 288,            0.012805,           0.0052164,                   0,             0.99996,                   1,               0.995,             0.88887,           0.0073043,           0.0022661,                   0,           0.0067555,           0.0067555,           0.0067555
                 289,            0.013216,           0.0052517,                   0,             0.99999,                   1,               0.995,             0.88711,            0.007629,           0.0024036,                   0,           0.0067361,           0.0067361,           0.0067361
                 290,            0.014623,           0.0051762,                   0,             0.99998,                   1,               0.995,             0.88186,           0.0073176,           0.0024446,                   0,           0.0067166,           0.0067166,           0.0067166
                 291,             0.01322,           0.0051238,                   0,             0.99996,                   1,               0.995,             0.89241,           0.0074311,           0.0023041,                   0,           0.0066972,           0.0066972,           0.0066972
                 292,            0.012331,           0.0051948,                   0,             0.99995,                   1,               0.995,             0.90086,           0.0071552,           0.0022112,                   0,           0.0066777,           0.0066777,           0.0066777
                 293,            0.014431,           0.0051861,                   0,             0.99997,                   1,               0.995,             0.89676,           0.0070004,           0.0022171,                   0,           0.0066582,           0.0066582,           0.0066582
                 294,            0.012469,           0.0050723,                   0,             0.99996,                   1,               0.995,             0.87788,           0.0069261,           0.0023402,                   0,           0.0066387,           0.0066387,           0.0066387
                 295,            0.013928,           0.0050987,                   0,             0.99996,                   1,               0.995,             0.87846,           0.0073713,           0.0023189,                   0,           0.0066191,           0.0066191,           0.0066191
                 296,            0.012918,           0.0053871,                   0,             0.99998,                   1,               0.995,              0.8947,           0.0072665,           0.0022633,                   0,           0.0065995,           0.0065995,           0.0065995
                 297,            0.012787,           0.0049324,                   0,             0.99997,                   1,               0.995,             0.88833,           0.0071164,           0.0021876,                   0,           0.0065799,           0.0065799,           0.0065799
                 298,            0.013258,           0.0051616,                   0,                   1,                   1,               0.995,              0.8779,           0.0072635,           0.0022057,                   0,           0.0065603,           0.0065603,           0.0065603
                 299,             0.01314,           0.0049341,                   0,                   1,                   1,               0.995,             0.88493,           0.0073196,           0.0022856,                   0,           0.0065407,           0.0065407,           0.0065407
                 300,            0.012586,           0.0054411,                   0,             0.99997,                   1,               0.995,             0.88166,           0.0070483,           0.0022865,                   0,            0.006521,            0.006521,            0.006521
                 301,             0.01328,            0.005428,                   0,             0.99997,                   1,               0.995,             0.89049,           0.0073762,           0.0022898,                   0,           0.0065013,           0.0065013,           0.0065013
                 302,            0.012264,             0.00528,                   0,             0.99997,                   1,               0.995,             0.88773,           0.0068975,           0.0023125,                   0,           0.0064816,           0.0064816,           0.0064816
                 303,            0.012006,           0.0056717,                   0,             0.99998,                   1,               0.995,             0.88725,           0.0069203,           0.0023548,                   0,           0.0064619,           0.0064619,           0.0064619
                 304,             0.01274,           0.0052791,                   0,             0.99999,                   1,               0.995,             0.87743,           0.0073211,           0.0022153,                   0,           0.0064422,           0.0064422,           0.0064422
                 305,            0.011526,           0.0048974,                   0,             0.99999,                   1,               0.995,             0.87372,           0.0071344,           0.0022244,                   0,           0.0064224,           0.0064224,           0.0064224
                 306,            0.012627,           0.0052166,                   0,             0.99997,                   1,               0.995,              0.8815,           0.0072285,           0.0022924,                   0,           0.0064027,           0.0064027,           0.0064027
                 307,            0.012401,           0.0049208,                   0,             0.99996,                   1,               0.995,             0.88815,            0.007395,           0.0022741,                   0,           0.0063829,           0.0063829,           0.0063829
                 308,            0.012484,           0.0049613,                   0,             0.99999,                   1,               0.995,             0.88981,           0.0069849,           0.0022866,                   0,            0.006363,            0.006363,            0.006363
                 309,            0.012787,           0.0049921,                   0,             0.99999,                   1,               0.995,             0.89725,           0.0068817,            0.002394,                   0,           0.0063432,           0.0063432,           0.0063432
                 310,            0.011894,           0.0050027,                   0,             0.99998,                   1,               0.995,             0.90063,           0.0069933,           0.0024009,                   0,           0.0063234,           0.0063234,           0.0063234
                 311,            0.011635,            0.005077,                   0,             0.99999,                   1,               0.995,              0.8922,           0.0071863,           0.0024882,                   0,           0.0063035,           0.0063035,           0.0063035
                 312,            0.012999,           0.0053577,                   0,             0.99999,                   1,               0.995,             0.90122,           0.0069597,           0.0023926,                   0,           0.0062836,           0.0062836,           0.0062836
                 313,            0.011307,           0.0048058,                   0,             0.99996,                   1,               0.995,             0.90573,           0.0067526,           0.0023434,                   0,           0.0062637,           0.0062637,           0.0062637
                 314,            0.010666,           0.0049483,                   0,             0.99997,                   1,               0.995,             0.91028,             0.00647,           0.0022895,                   0,           0.0062438,           0.0062438,           0.0062438
                 315,            0.011868,           0.0052836,                   0,             0.99999,                   1,               0.995,             0.89559,           0.0066021,           0.0023554,                   0,           0.0062239,           0.0062239,           0.0062239
                 316,            0.011201,           0.0049251,                   0,             0.99997,                   1,               0.995,             0.89547,           0.0070731,           0.0023295,                   0,            0.006204,            0.006204,            0.006204
                 317,            0.011481,           0.0049373,                   0,             0.99998,                   1,               0.995,             0.88337,           0.0070652,             0.00231,                   0,            0.006184,            0.006184,            0.006184
                 318,            0.012369,           0.0049999,                   0,             0.99997,                   1,               0.995,             0.87765,           0.0072387,           0.0023558,                   0,            0.006164,            0.006164,            0.006164
                 319,            0.012727,           0.0052901,                   0,             0.99997,                   1,               0.995,             0.88158,           0.0071987,           0.0021769,                   0,           0.0061441,           0.0061441,           0.0061441
                 320,            0.012527,           0.0053957,                   0,             0.99996,                   1,               0.995,             0.88935,           0.0070212,           0.0021481,                   0,           0.0061241,           0.0061241,           0.0061241
                 321,            0.011626,            0.004957,                   0,             0.99999,                   1,               0.995,             0.89259,            0.006733,           0.0021427,                   0,            0.006104,            0.006104,            0.006104
                 322,            0.012449,           0.0055673,                   0,             0.99999,                   1,               0.995,             0.90444,           0.0065917,            0.002128,                   0,            0.006084,            0.006084,            0.006084
                 323,            0.011422,           0.0053792,                   0,             0.99997,                   1,               0.995,             0.90628,           0.0068382,           0.0021754,                   0,            0.006064,            0.006064,            0.006064
                 324,            0.011548,           0.0052851,                   0,             0.99999,                   1,               0.995,             0.89689,           0.0067213,            0.002197,                   0,            0.006044,            0.006044,            0.006044
                 325,            0.011273,           0.0049959,                   0,             0.99996,                   1,               0.995,             0.90892,           0.0068617,           0.0022544,                   0,           0.0060239,           0.0060239,           0.0060239
                 326,            0.011612,           0.0051123,                   0,             0.99997,                   1,               0.995,             0.88696,           0.0067262,           0.0023426,                   0,           0.0060038,           0.0060038,           0.0060038
                 327,            0.011105,           0.0052703,                   0,             0.99999,                   1,               0.995,             0.89501,           0.0070021,           0.0023556,                   0,           0.0059838,           0.0059838,           0.0059838
                 328,            0.010829,           0.0045345,                   0,             0.99999,                   1,               0.995,             0.89389,           0.0068998,           0.0023571,                   0,           0.0059637,           0.0059637,           0.0059637
                 329,             0.01145,           0.0052261,                   0,                   1,                   1,               0.995,             0.89603,           0.0070096,           0.0022879,                   0,           0.0059436,           0.0059436,           0.0059436
                 330,            0.011335,            0.004955,                   0,             0.99999,                   1,               0.995,              0.9037,           0.0067565,           0.0021825,                   0,           0.0059235,           0.0059235,           0.0059235
